국가,구분,일자,요일,신규확진(명),누적확진(명),인구확진률(%),인구(명),신규사망(명),누적사망(명),사망률(%)
대한민국,일간,2021/11/21,일,2827,418252,0.81,51830139,24,3298,0.79
대한민국,일간,2021/11/20,토,3114,415425,0.80,51830139,30,3274,0.79
대한민국,일간,2021/11/19,금,3212,412311,0.80,51830139,29,3244,0.79
대한민국,일간,2021/11/18,목,3034,409099,0.79,51830139,28,3215,0.79
대한민국,일간,2021/11/17,수,3290,406065,0.78,51830139,29,3187,0.78
대한민국,일간,2021/11/16,화,3184,402775,0.78,51830139,21,3158,0.78
대한민국,일간,2021/11/15,월,2125,399591,0.77,51830139,22,3137,0.79
대한민국,일간,2021/11/14,일,2006,397466,0.77,51830139,12,3115,0.78
대한민국,일간,2021/11/13,토,2418,395460,0.76,51830139,20,3103,0.78
대한민국,일간,2021/11/12,금,2323,393042,0.76,51830139,32,3083,0.78
대한민국,일간,2021/11/11,목,2368,390719,0.75,51830139,18,3051,0.78
대한민국,일간,2021/11/10,수,2520,388351,0.75,51830139,21,3033,0.78
대한민국,일간,2021/11/09,화,2424,385831,0.74,51830139,14,3012,0.78
대한민국,일간,2021/11/08,월,1713,383407,0.74,51830139,18,2998,0.78
대한민국,일간,2021/11/07,일,1759,381694,0.74,51830139,13,2980,0.78
대한민국,일간,2021/11/06,토,2223,379935,0.73,51830139,11,2967,0.78
대한민국,일간,2021/11/05,금,2248,377712,0.73,51830139,20,2956,0.78
대한민국,일간,2021/11/04,목,2344,375464,0.72,51830139,20,2936,0.78
대한민국,일간,2021/11/03,수,2480,373120,0.72,51830139,24,2916,0.78
대한민국,일간,2021/11/02,화,2666,370640,0.72,51830139,18,2892,0.78
대한민국,일간,2021/11/01,월,1588,367974,0.71,51830139,16,2874,0.78
대한민국,일간,2021/10/31,일,1686,366386,0.71,51830139,9,2858,0.78
대한민국,일간,2021/10/30,토,2061,364700,0.70,51830139,19,2849,0.78
대한민국,일간,2021/10/29,금,2103,362639,0.70,51830139,13,2830,0.78
대한민국,일간,2021/10/28,목,2124,360536,0.70,51830139,9,2817,0.78
대한민국,일간,2021/10/27,수,2107,358412,0.69,51830139,11,2808,0.78
대한민국,일간,2021/10/26,화,1950,356305,0.69,51830139,9,2797,0.79
대한민국,일간,2021/10/25,월,1266,354355,0.68,51830139,15,2788,0.79
대한민국,일간,2021/10/24,일,1190,353089,0.68,51830139,7,2773,0.79
대한민국,일간,2021/10/23,토,1423,351899,0.68,51830139,21,2766,0.79
대한민국,일간,2021/10/22,금,1507,350476,0.68,51830139,20,2745,0.78
대한민국,일간,2021/10/21,목,1440,348969,0.67,51830139,16,2725,0.78
대한민국,일간,2021/10/20,수,1441,347529,0.67,51830139,11,2709,0.78
대한민국,일간,2021/10/19,화,1570,346088,0.67,51830139,9,2698,0.78
대한민국,일간,2021/10/18,월,1073,344518,0.66,51830139,21,2689,0.78
대한민국,일간,2021/10/17,일,1049,343445,0.66,51830139,8,2668,0.78
대한민국,일간,2021/10/16,토,1418,342396,0.66,51830139,16,2660,0.78
대한민국,일간,2021/10/15,금,1617,340978,0.66,51830139,18,2644,0.78
대한민국,일간,2021/10/14,목,1682,339361,0.65,51830139,8,2626,0.77
대한민국,일간,2021/10/13,수,1937,337679,0.65,51830139,13,2618,0.78
대한민국,일간,2021/10/12,화,1579,335742,0.65,51830139,11,2605,0.78
대한민국,일간,2021/10/11,월,1347,334163,0.64,51830139,11,2594,0.78
대한민국,일간,2021/10/10,일,1297,332816,0.64,51830139,8,2583,0.78
대한민국,일간,2021/10/09,토,1594,331519,0.64,51830139,15,2575,0.78
대한민국,일간,2021/10/08,금,1949,329925,0.64,51830139,6,2560,0.78
대한민국,일간,2021/10/07,목,2172,327976,0.63,51830139,10,2554,0.78
대한민국,일간,2021/10/06,수,2425,325804,0.63,51830139,8,2544,0.78
대한민국,일간,2021/10/05,화,2027,323379,0.62,51830139,12,2536,0.78
대한민국,일간,2021/10/04,월,1575,321352,0.62,51830139,11,2524,0.79
대한민국,일간,2021/10/03,일,1672,319777,0.62,51830139,6,2513,0.79
대한민국,일간,2021/10/02,토,2085,318105,0.61,51830139,3,2507,0.79
대한민국,일간,2021/10/01,금,2247,316020,0.61,51830139,7,2504,0.79
대한민국,일간,2021/09/30,목,2484,313773,0.61,51830139,16,2497,0.80
대한민국,일간,2021/09/29,수,2564,311289,0.60,51830139,7,2481,0.80
대한민국,일간,2021/09/28,화,2883,308725,0.60,51830139,10,2474,0.80
대한민국,일간,2021/09/27,월,2289,305842,0.59,51830139,8,2464,0.81
대한민국,일간,2021/09/26,일,2381,303553,0.59,51830139,6,2456,0.81
대한민국,일간,2021/09/25,토,2770,301172,0.58,51830139,9,2450,0.81
대한민국,일간,2021/09/24,금,3270,298402,0.58,51830139,7,2441,0.82
대한민국,일간,2021/09/23,목,2433,295132,0.57,51830139,7,2434,0.82
대한민국,일간,2021/09/22,수,1716,292699,0.56,51830139,8,2427,0.83
대한민국,일간,2021/09/21,화,1720,290983,0.56,51830139,6,2419,0.83
대한민국,일간,2021/09/20,월,1727,289263,0.56,51830139,4,2413,0.83
대한민국,일간,2021/09/19,일,1605,287536,0.55,51830139,5,2409,0.84
대한민국,일간,2021/09/18,토,1909,285931,0.55,51830139,10,2404,0.84
대한민국,일간,2021/09/17,금,2084,284022,0.55,51830139,5,2394,0.84
대한민국,일간,2021/09/16,목,2008,281938,0.54,51830139,3,2389,0.85
대한민국,일간,2021/09/15,수,1941,279930,0.54,51830139,6,2386,0.85
대한민국,일간,2021/09/14,화,2079,277989,0.54,51830139,13,2380,0.86
대한민국,일간,2021/09/13,월,1495,275910,0.53,51830139,7,2367,0.86
대한민국,일간,2021/09/12,일,1433,274415,0.53,51830139,1,2360,0.86
대한민국,일간,2021/09/11,토,1755,272982,0.53,51830139,1,2359,0.86
대한민국,일간,2021/09/10,금,1865,271227,0.52,51830139,10,2358,0.87
대한민국,일간,2021/09/09,목,1892,269362,0.52,51830139,5,2348,0.87
대한민국,일간,2021/09/08,수,2047,267470,0.52,51830139,9,2343,0.88
대한민국,일간,2021/09/07,화,2049,265423,0.51,51830139,4,2334,0.88
대한민국,일간,2021/09/06,월,1596,263374,0.51,51830139,3,2330,0.88
대한민국,일간,2021/09/05,일,1374,261778,0.51,51830139,6,2327,0.89
대한민국,일간,2021/09/04,토,1491,260404,0.50,51830139,6,2321,0.89
대한민국,일간,2021/09/03,금,1803,258913,0.50,51830139,7,2315,0.89
대한민국,일간,2021/09/02,목,1709,257110,0.50,51830139,5,2308,0.90
대한민국,일간,2021/09/01,수,1956,255401,0.49,51830139,11,2303,0.90
대한민국,일간,2021/08/31,화,2024,253445,0.49,51830139,7,2292,0.90
대한민국,일간,2021/08/30,월,1370,251421,0.49,51830139,1,2285,0.91
대한민국,일간,2021/08/29,일,1483,250051,0.48,51830139,5,2284,0.91
대한민국,일간,2021/08/28,토,1617,248568,0.48,51830139,3,2279,0.92
대한민국,일간,2021/08/27,금,1793,246951,0.48,51830139,11,2276,0.92
대한민국,일간,2021/08/26,목,1841,245158,0.47,51830139,8,2265,0.92
대한민국,일간,2021/08/25,수,1878,243317,0.47,51830139,20,2257,0.93
대한민국,일간,2021/08/24,화,2152,241439,0.47,51830139,9,2237,0.93
대한민국,일간,2021/08/23,월,1505,239287,0.46,51830139,6,2228,0.93
대한민국,일간,2021/08/22,일,1416,237782,0.46,51830139,7,2222,0.93
대한민국,일간,2021/08/21,토,1627,236366,0.46,51830139,13,2215,0.94
대한민국,일간,2021/08/20,금,1880,234739,0.45,51830139,5,2202,0.94
대한민국,일간,2021/08/19,목,2051,232859,0.45,51830139,6,2197,0.94
대한민국,일간,2021/08/18,수,2151,230808,0.45,51830139,13,2191,0.95
대한민국,일간,2021/08/17,화,1803,228657,0.44,51830139,5,2178,0.95
대한민국,일간,2021/08/16,월,1373,226854,0.44,51830139,6,2173,0.96
대한민국,일간,2021/08/15,일,1553,225481,0.44,51830139,11,2167,0.96
대한민국,일간,2021/08/14,토,1817,223928,0.43,51830139,8,2156,0.96
대한민국,일간,2021/08/13,금,1929,222111,0.43,51830139,4,2148,0.97
대한민국,일간,2021/08/12,목,1990,220182,0.42,51830139,6,2144,0.97
대한민국,일간,2021/08/11,수,1986,218192,0.42,51830139,3,2138,0.98
대한민국,일간,2021/08/10,화,2219,216206,0.42,51830139,1,2135,0.99
대한민국,일간,2021/08/09,월,1539,213987,0.41,51830139,9,2134,1.00
대한민국,일간,2021/08/08,일,1492,212448,0.41,51830139,4,2125,1.00
대한민국,일간,2021/08/07,토,1728,210956,0.41,51830139,5,2121,1.01
대한민국,일간,2021/08/06,금,1822,209228,0.40,51830139,3,2116,1.01
대한민국,일간,2021/08/05,목,1704,207406,0.40,51830139,4,2113,1.02
대한민국,일간,2021/08/04,수,1776,205702,0.40,51830139,3,2109,1.03
대한민국,일간,2021/08/03,화,1723,203926,0.39,51830139,2,2106,1.03
대한민국,일간,2021/08/02,월,1201,202203,0.39,51830139,5,2104,1.04
대한민국,일간,2021/08/01,일,1215,201002,0.39,51830139,1,2099,1.04
대한민국,일간,2021/07/31,토,1442,199787,0.39,51830139,3,2098,1.05
대한민국,일간,2021/07/30,금,1539,198345,0.38,51830139,6,2095,1.06
대한민국,일간,2021/07/29,목,1707,196806,0.38,51830139,4,2089,1.06
대한민국,일간,2021/07/28,수,1672,195099,0.38,51830139,2,2085,1.07
대한민국,일간,2021/07/27,화,1896,193427,0.37,51830139,4,2083,1.08
대한민국,일간,2021/07/26,월,1365,191531,0.37,51830139,2,2079,1.09
대한민국,일간,2021/07/25,일,1318,190166,0.37,51830139,4,2077,1.09
대한민국,일간,2021/07/24,토,1486,188848,0.36,51830139,5,2073,1.10
대한민국,일간,2021/07/23,금,1629,187362,0.36,51830139,2,2068,1.10
대한민국,일간,2021/07/22,목,1630,185733,0.36,51830139,3,2066,1.11
대한민국,일간,2021/07/21,수,1838,184103,0.36,51830139,3,2063,1.12
대한민국,일간,2021/07/20,화,1784,182265,0.35,51830139,1,2060,1.13
대한민국,일간,2021/07/19,월,1278,180481,0.35,51830139,1,2059,1.14
대한민국,일간,2021/07/18,일,1252,179203,0.35,51830139,1,2058,1.15
대한민국,일간,2021/07/17,토,1451,177951,0.34,51830139,2,2057,1.16
대한민국,일간,2021/07/16,금,1454,176500,0.34,51830139,4,2055,1.16
대한민국,일간,2021/07/15,목,1535,175046,0.34,51830139,1,2051,1.17
대한민국,일간,2021/07/14,수,1600,173511,0.33,51830139,2,2050,1.18
대한민국,일간,2021/07/13,화,1615,171911,0.33,51830139,2,2048,1.19
대한민국,일간,2021/07/12,월,1150,170296,0.33,51830139,2,2046,1.20
대한민국,일간,2021/07/11,일,1100,169146,0.33,51830139,1,2044,1.21
대한민국,일간,2021/07/10,토,1324,168046,0.32,51830139,5,2043,1.22
대한민국,일간,2021/07/09,금,1378,166722,0.32,51830139,2,2038,1.22
대한민국,일간,2021/07/08,목,1316,165344,0.32,51830139,2,2036,1.23
대한민국,일간,2021/07/07,수,1275,164028,0.32,51830139,1,2034,1.24
대한민국,일간,2021/07/06,화,1212,162753,0.31,51830139,1,2033,1.25
대한민국,일간,2021/07/05,월,746,161541,0.31,51830139,4,2032,1.26
대한민국,일간,2021/07/04,일,711,160795,0.31,51830139,2,2028,1.26
대한민국,일간,2021/07/03,토,742,160084,0.31,51830139,1,2026,1.27
대한민국,일간,2021/07/02,금,793,159342,0.31,51830139,1,2025,1.27
대한민국,일간,2021/07/01,목,826,158549,0.31,51830139,3,2024,1.28
대한민국,일간,2021/06/30,수,762,157723,0.30,51830139,3,2021,1.28
대한민국,일간,2021/06/29,화,794,156961,0.30,51830139,1,2018,1.29
대한민국,일간,2021/06/28,월,595,156167,0.30,51830139,2,2017,1.29
대한민국,일간,2021/06/27,일,501,155572,0.30,51830139,2,2015,1.30
대한민국,일간,2021/06/26,토,614,155071,0.30,51830139,1,2013,1.30
대한민국,일간,2021/06/25,금,668,154457,0.30,51830139,3,2012,1.30
대한민국,일간,2021/06/24,목,634,153789,0.30,51830139,1,2009,1.31
대한민국,일간,2021/06/23,수,610,153155,0.30,51830139,1,2008,1.31
대한민국,일간,2021/06/22,화,644,152545,0.29,51830139,1,2007,1.32
대한민국,일간,2021/06/21,월,395,151901,0.29,51830139,2,2006,1.32
대한민국,일간,2021/06/20,일,357,151506,0.29,51830139,2,2004,1.32
대한민국,일간,2021/06/19,토,429,151149,0.29,51830139,5,2002,1.32
대한민국,일간,2021/06/18,금,482,150720,0.29,51830139,1,1997,1.32
대한민국,일간,2021/06/17,목,507,150238,0.29,51830139,2,1996,1.33
대한민국,일간,2021/06/16,수,540,149731,0.29,51830139,1,1994,1.33
대한민국,일간,2021/06/15,화,544,149191,0.29,51830139,1,1993,1.34
대한민국,일간,2021/06/14,월,374,148647,0.29,51830139,4,1992,1.34
대한민국,일간,2021/06/13,일,399,148273,0.29,51830139,3,1988,1.34
대한민국,일간,2021/06/12,토,452,147874,0.29,51830139,3,1985,1.34
대한민국,일간,2021/06/11,금,563,147422,0.28,51830139,1,1982,1.34
대한민국,일간,2021/06/10,목,556,146859,0.28,51830139,2,1981,1.35
대한민국,일간,2021/06/09,수,611,146303,0.28,51830139,2,1979,1.35
대한민국,일간,2021/06/08,화,601,145692,0.28,51830139,2,1977,1.36
대한민국,일간,2021/06/07,월,454,145091,0.28,51830139,1,1975,1.36
대한민국,일간,2021/06/06,일,485,144637,0.28,51830139,1,1974,1.36
대한민국,일간,2021/06/05,토,556,144152,0.28,51830139,2,1973,1.37
대한민국,일간,2021/06/04,금,744,143596,0.28,51830139,2,1971,1.37
대한민국,일간,2021/06/03,목,695,142852,0.28,51830139,1,1969,1.38
대한민국,일간,2021/06/02,수,681,142157,0.27,51830139,3,1968,1.38
대한민국,일간,2021/06/01,화,677,141476,0.27,51830139,2,1965,1.39
대한민국,일간,2021/05/31,월,459,140799,0.27,51830139,4,1963,1.39
대한민국,일간,2021/05/30,일,430,140340,0.27,51830139,2,1959,1.40
대한민국,일간,2021/05/29,토,479,139910,0.27,51830139,6,1957,1.40
대한민국,일간,2021/05/28,금,533,139431,0.27,51830139,5,1951,1.40
대한민국,일간,2021/05/27,목,587,138898,0.27,51830139,3,1946,1.40
대한민국,일간,2021/05/26,수,629,138311,0.27,51830139,3,1943,1.40
대한민국,일간,2021/05/25,화,699,137682,0.27,51830139,2,1940,1.41
대한민국,일간,2021/05/24,월,516,136983,0.26,51830139,4,1938,1.41
대한민국,일간,2021/05/23,일,538,136467,0.26,51830139,3,1934,1.42
대한민국,일간,2021/05/22,토,585,135929,0.26,51830139,5,1931,1.42
대한민국,일간,2021/05/21,금,666,135344,0.26,51830139,4,1926,1.42
대한민국,일간,2021/05/20,목,561,134678,0.26,51830139,6,1922,1.43
대한민국,일간,2021/05/19,수,646,134117,0.26,51830139,4,1916,1.43
대한민국,일간,2021/05/18,화,653,133471,0.26,51830139,8,1912,1.43
대한민국,일간,2021/05/17,월,528,132818,0.26,51830139,1,1904,1.43
대한민국,일간,2021/05/16,일,619,132290,0.26,51830139,3,1903,1.44
대한민국,일간,2021/05/15,토,610,131671,0.25,51830139,4,1900,1.44
대한민국,일간,2021/05/14,금,681,131061,0.25,51830139,3,1896,1.45
대한민국,일간,2021/05/13,목,747,130380,0.25,51830139,2,1893,1.45
대한민국,일간,2021/05/12,수,715,129633,0.25,51830139,7,1891,1.46
대한민국,일간,2021/05/11,화,635,128918,0.25,51830139,5,1884,1.46
대한민국,일간,2021/05/10,월,511,128283,0.25,51830139,4,1879,1.46
대한민국,일간,2021/05/09,일,463,127772,0.25,51830139,1,1875,1.47
대한민국,일간,2021/05/08,토,564,127309,0.25,51830139,9,1874,1.47
대한민국,일간,2021/05/07,금,701,126745,0.24,51830139,5,1865,1.47
대한민국,일간,2021/05/06,목,525,126044,0.24,51830139,9,1860,1.48
대한민국,일간,2021/05/05,수,574,125519,0.24,51830139,4,1851,1.47
대한민국,일간,2021/05/04,화,676,124945,0.24,51830139,7,1847,1.48
대한민국,일간,2021/05/03,월,541,124269,0.24,51830139,6,1840,1.48
대한민국,일간,2021/05/02,일,488,123728,0.24,51830139,1,1834,1.48
대한민국,일간,2021/05/01,토,606,123240,0.24,51830139,2,1833,1.49
대한민국,일간,2021/04/30,금,627,122634,0.24,51830139,3,1831,1.49
대한민국,일간,2021/04/29,목,656,122007,0.24,51830139,3,1828,1.50
대한민국,일간,2021/04/28,수,678,121351,0.23,51830139,4,1825,1.50
대한민국,일간,2021/04/27,화,775,120673,0.23,51830139,1,1821,1.51
대한민국,일간,2021/04/26,월,511,119898,0.23,51830139,3,1820,1.52
대한민국,일간,2021/04/25,일,500,119387,0.23,51830139,4,1817,1.52
대한민국,일간,2021/04/24,토,644,118887,0.23,51830139,1,1813,1.52
대한민국,일간,2021/04/23,금,785,118243,0.23,51830139,1,1812,1.53
대한민국,일간,2021/04/22,목,797,117458,0.23,51830139,3,1811,1.54
대한민국,일간,2021/04/21,수,735,116661,0.23,51830139,2,1808,1.55
대한민국,일간,2021/04/20,화,731,115926,0.22,51830139,4,1806,1.56
대한민국,일간,2021/04/19,월,549,115195,0.22,51830139,1,1802,1.56
대한민국,일간,2021/04/18,일,531,114646,0.22,51830139,4,1801,1.57
대한민국,일간,2021/04/17,토,671,114115,0.22,51830139,3,1797,1.57
대한민국,일간,2021/04/16,금,655,113444,0.22,51830139,4,1794,1.58
대한민국,일간,2021/04/15,목,672,112789,0.22,51830139,2,1790,1.59
대한민국,일간,2021/04/14,수,698,112117,0.22,51830139,6,1788,1.59
대한민국,일간,2021/04/13,화,731,111419,0.21,51830139,7,1782,1.60
대한민국,일간,2021/04/12,월,542,110688,0.21,51830139,5,1775,1.60
대한민국,일간,2021/04/11,일,587,110146,0.21,51830139,2,1770,1.61
대한민국,일간,2021/04/10,토,614,109559,0.21,51830139,3,1768,1.61
대한민국,일간,2021/04/09,금,676,108945,0.21,51830139,1,1765,1.62
대한민국,일간,2021/04/08,목,671,108269,0.21,51830139,6,1764,1.63
대한민국,일간,2021/04/07,수,700,107598,0.21,51830139,2,1758,1.63
대한민국,일간,2021/04/06,화,668,106898,0.21,51830139,4,1756,1.64
대한민국,일간,2021/04/05,월,478,106230,0.20,51830139,4,1752,1.65
대한민국,일간,2021/04/04,일,473,105752,0.20,51830139,4,1748,1.65
대한민국,일간,2021/04/03,토,543,105279,0.20,51830139,4,1744,1.66
대한민국,일간,2021/04/02,금,542,104736,0.20,51830139,3,1740,1.66
대한민국,일간,2021/04/01,목,555,104194,0.20,51830139,2,1737,1.67
대한민국,일간,2021/03/31,수,551,103639,0.20,51830139,4,1735,1.67
대한민국,일간,2021/03/30,화,506,103088,0.20,51830139,2,1731,1.68
대한민국,일간,2021/03/29,월,441,102582,0.20,51830139,3,1729,1.69
대한민국,일간,2021/03/28,일,384,102141,0.20,51830139,4,1726,1.69
대한민국,일간,2021/03/27,토,482,101757,0.20,51830139,1,1722,1.69
대한민국,일간,2021/03/26,금,505,101275,0.20,51830139,5,1721,1.70
대한민국,일간,2021/03/25,목,494,100770,0.19,51830139,7,1716,1.70
대한민국,일간,2021/03/24,수,430,100276,0.19,51830139,2,1709,1.70
대한민국,일간,2021/03/23,화,425,99846,0.19,51830139,3,1707,1.71
대한민국,일간,2021/03/22,월,346,99421,0.19,51830139,7,1704,1.71
대한민국,일간,2021/03/21,일,410,99075,0.19,51830139,1,1697,1.71
대한민국,일간,2021/03/20,토,456,98665,0.19,51830139,3,1696,1.72
대한민국,일간,2021/03/19,금,452,98209,0.19,51830139,3,1693,1.72
대한민국,일간,2021/03/18,목,463,97757,0.19,51830139,2,1690,1.73
대한민국,일간,2021/03/17,수,445,97294,0.19,51830139,2,1688,1.73
대한민국,일간,2021/03/16,화,469,96849,0.19,51830139,8,1686,1.74
대한민국,일간,2021/03/15,월,363,96380,0.19,51830139,3,1678,1.74
대한민국,일간,2021/03/14,일,382,96017,0.19,51830139,6,1675,1.74
대한민국,일간,2021/03/13,토,459,95635,0.18,51830139,2,1669,1.75
대한민국,일간,2021/03/12,금,490,95176,0.18,51830139,5,1667,1.75
대한민국,일간,2021/03/11,목,488,94686,0.18,51830139,10,1662,1.76
대한민국,일간,2021/03/10,수,465,94198,0.18,51830139,4,1652,1.75
대한민국,일간,2021/03/09,화,470,93733,0.18,51830139,3,1648,1.76
대한민국,일간,2021/03/08,월,446,93263,0.18,51830139,3,1645,1.76
대한민국,일간,2021/03/07,일,346,92817,0.18,51830139,8,1642,1.77
대한민국,일간,2021/03/06,토,416,92471,0.18,51830139,2,1634,1.77
대한민국,일간,2021/03/05,금,417,92055,0.18,51830139,5,1632,1.77
대한민국,일간,2021/03/04,목,398,91638,0.18,51830139,8,1627,1.78
대한민국,일간,2021/03/03,수,424,91240,0.18,51830139,7,1619,1.77
대한민국,일간,2021/03/02,화,444,90816,0.18,51830139,6,1612,1.78
대한민국,일간,2021/03/01,월,341,90372,0.17,51830139,1,1606,1.78
대한민국,일간,2021/02/28,일,355,90031,0.17,51830139,2,1605,1.78
대한민국,일간,2021/02/27,토,355,89676,0.17,51830139,8,1603,1.79
대한민국,일간,2021/02/26,금,399,89321,0.17,51830139,10,1595,1.79
대한민국,일간,2021/02/25,목,406,88922,0.17,51830139,4,1585,1.78
대한민국,일간,2021/02/24,수,396,88516,0.17,51830139,5,1581,1.79
대한민국,일간,2021/02/23,화,439,88120,0.17,51830139,3,1576,1.79
대한민국,일간,2021/02/22,월,357,87681,0.17,51830139,11,1573,1.79
대한민국,일간,2021/02/21,일,332,87324,0.17,51830139,5,1562,1.79
대한민국,일간,2021/02/20,토,418,86992,0.17,51830139,4,1557,1.79
대한민국,일간,2021/02/19,금,446,86574,0.17,51830139,3,1553,1.79
대한민국,일간,2021/02/18,목,561,86128,0.17,51830139,6,1550,1.80
대한민국,일간,2021/02/17,수,621,85567,0.17,51830139,6,1544,1.80
대한민국,일간,2021/02/16,화,621,84946,0.16,51830139,4,1538,1.81
대한민국,일간,2021/02/15,월,456,84325,0.16,51830139,7,1534,1.82
대한민국,일간,2021/02/14,일,344,83869,0.16,51830139,5,1527,1.82
대한민국,일간,2021/02/13,토,326,83525,0.16,51830139,8,1522,1.82
대한민국,일간,2021/02/12,금,362,83199,0.16,51830139,7,1514,1.82
대한민국,일간,2021/02/11,목,403,82837,0.16,51830139,11,1507,1.82
대한민국,일간,2021/02/10,수,504,82434,0.16,51830139,10,1496,1.81
대한민국,일간,2021/02/09,화,443,81930,0.16,51830139,4,1486,1.81
대한민국,일간,2021/02/08,월,302,81487,0.16,51830139,8,1482,1.82
대한민국,일간,2021/02/07,일,289,81185,0.16,51830139,3,1474,1.82
대한민국,일간,2021/02/06,토,372,80896,0.16,51830139,7,1471,1.82
대한민국,일간,2021/02/05,금,393,80524,0.16,51830139,5,1464,1.82
대한민국,일간,2021/02/04,목,369,80131,0.15,51830139,11,1459,1.82
대한민국,일간,2021/02/03,수,451,79762,0.15,51830139,7,1448,1.82
대한민국,일간,2021/02/02,화,467,79311,0.15,51830139,6,1441,1.82
대한민국,일간,2021/02/01,월,336,78844,0.15,51830139,10,1435,1.82
대한민국,일간,2021/01/31,일,303,78508,0.15,51830139,5,1425,1.82
대한민국,일간,2021/01/30,토,355,78205,0.15,51830139,6,1420,1.82
대한민국,일간,2021/01/29,금,455,77850,0.15,51830139,15,1414,1.82
대한민국,일간,2021/01/28,목,469,77395,0.15,51830139,13,1399,1.81
대한민국,일간,2021/01/27,수,497,76926,0.15,51830139,8,1386,1.80
대한민국,일간,2021/01/26,화,554,76429,0.15,51830139,7,1378,1.80
대한민국,일간,2021/01/25,월,354,75875,0.15,51830139,11,1371,1.81
대한민국,일간,2021/01/24,일,437,75521,0.15,51830139,11,1360,1.80
대한민국,일간,2021/01/23,토,392,75084,0.14,51830139,12,1349,1.80
대한민국,일간,2021/01/22,금,430,74692,0.14,51830139,9,1337,1.79
대한민국,일간,2021/01/21,목,344,74262,0.14,51830139,12,1328,1.79
대한민국,일간,2021/01/20,수,400,73918,0.14,51830139,16,1316,1.78
대한민국,일간,2021/01/19,화,403,73518,0.14,51830139,17,1300,1.77
대한민국,일간,2021/01/18,월,386,73115,0.14,51830139,19,1283,1.75
대한민국,일간,2021/01/17,일,389,72729,0.14,51830139,15,1264,1.74
대한민국,일간,2021/01/16,토,520,72340,0.14,51830139,13,1249,1.73
대한민국,일간,2021/01/15,금,579,71820,0.14,51830139,19,1236,1.72
대한민국,일간,2021/01/14,목,513,71241,0.14,51830139,22,1217,1.71
대한민국,일간,2021/01/13,수,516,70728,0.14,51830139,10,1195,1.69
대한민국,일간,2021/01/12,화,561,70212,0.14,51830139,20,1185,1.69
대한민국,일간,2021/01/11,월,537,69651,0.13,51830139,25,1165,1.67
대한민국,일간,2021/01/10,일,450,69114,0.13,51830139,15,1140,1.65
대한민국,일간,2021/01/09,토,665,68664,0.13,51830139,25,1125,1.64
대한민국,일간,2021/01/08,금,641,67999,0.13,51830139,19,1100,1.62
대한민국,일간,2021/01/07,목,672,67358,0.13,51830139,35,1081,1.60
대한민국,일간,2021/01/06,수,868,66686,0.13,51830139,19,1046,1.57
대한민국,일간,2021/01/05,화,839,65818,0.13,51830139,20,1027,1.56
대한민국,일간,2021/01/04,월,715,64979,0.13,51830139,26,1007,1.55
대한민국,일간,2021/01/03,일,1020,64264,0.12,51830139,19,981,1.53
대한민국,일간,2021/01/02,토,651,63244,0.12,51830139,20,962,1.52
대한민국,일간,2021/01/01,금,824,62593,0.12,51830139,25,942,1.50
